Sample,Location,Analyte,Element,Wavelength,ICPsignal,ICPsignal_error,NOMINAL_CONCENTRATIONS
F20A,130,Be 313.107,Be,313.107,29.93,9.62,
F20A,130,Ca 315.887,Ca,315.887,197.19,1.28,
F20A,130,Ca 317.933,Ca,317.933,1441.37,21.87,
F20A,130,Fe 238.204,Fe,238.204,324.96,2.32,
F20A,130,Fe 239.563,Fe,239.563,49.19,3.45,
F20A,130,K 404.721,K,404.721,22.59,3.65,
F20A,130,K 766.491,K,766.491,257.19,82.22,
F20A,130,Ti 334.941,Ti,334.941,547.4,15.87,
F20A,130,Ti 336.122,Ti,336.122,345.15,19.35,
F20A,130,Ti 336.122,Ti,336.122,345.15,19.35,
F20B,131,Al 308.215,Al,308.215,294164.84,1296.12,
F20B,131,Al 396.152,Al,396.152,1568308,12827.06,
F20B,131,Be 313.042,Be,313.042,-1197.29,24.83,
F20B,131,Be 313.107,Be,313.107,-4.15,51.59,
F20B,131,Ca 315.887,Ca,315.887,187.82,16.1,
F20B,131,Ca 317.933,Ca,317.933,1400.15,11.83,
F20B,131,Fe 238.204,Fe,238.204,321.11,2.67,
F20B,131,Fe 239.563,Fe,239.563,44.69,4.67,
F20B,131,K 404.721,K,404.721,39.54,18.79,
F20B,131,K 766.491,K,766.491,304.28,27.55,
F20B,131,Ti 334.941,Ti,334.941,534.36,7.97,
F20B,131,Ti 336.122,Ti,336.122,344.61,8.15,
F20B,131,Ti 336.122,Ti,336.122,344.61,8.15,
F20C,132,Al 308.215,Al,308.215,243550.84,2046.4,
F20C,132,Al 396.152,Al,396.152,1293118.7,8749.38,
F20C,132,Be 313.042,Be,313.042,-2396.49,17.33,
F20C,132,Be 313.107,Be,313.107,25.22,12.71,
F20C,132,Ca 315.887,Ca,315.887,176.56,9.73,
F20C,132,Ca 317.933,Ca,317.933,1274.62,12.4,
F20C,132,Fe 238.204,Fe,238.204,264.85,12.19,
F20C,132,Fe 239.563,Fe,239.563,40.35,5.54,
F20C,132,K 404.721,K,404.721,25.69,15.43,
F20C,132,K 766.491,K,766.491,207.76,21.93,
F20C,132,Ti 334.941,Ti,334.941,536.69,1.73,
F20C,132,Ti 336.122,Ti,336.122,341.23,5.71,
F20C,132,Ti 336.122,Ti,336.122,341.23,5.71,
LAP1413,133,Al 308.215,Al,308.215,1601534.19,2965.07,
LAP1413,133,Al 396.152,Al,396.152,8719618.7,25444.11,
LAP1413,133,Be 313.042,Be,313.042,5153.9,127.06,
LAP1413,133,Be 313.107,Be,313.107,248.65,78.58,
LAP1413,133,Ca 315.887,Ca,315.887,1930955.66,24989.52,
LAP1413,133,Ca 317.933,Ca,317.933,6596093.2,86457.19,
LAP1413,133,Fe 238.204,Fe,238.204,11571417.74,118310.38,
LAP1413,133,Fe 239.563,Fe,239.563,2143834.09,5573.2,
LAP1413,133,K 404.721,K,404.721,1365.62,49.78,
LAP1413,133,K 766.491,K,766.491,1026375.9,2211.41,
LAP1413,133,Ti 334.941,Ti,334.941,NaN,NaN,
LAP1413,133,Ti 336.122,Ti,336.122,17722302.67,57245.34,
LAP1413,133,Ti 336.122,Ti,336.122,17722302.67,57245.34,
LAP1427,134,Al 308.215,Al,308.215,1089560.12,6255.99,
LAP1427,134,Al 396.152,Al,396.152,5964149.53,64262.02,
LAP1427,134,Be 313.042,Be,313.042,-3519.06,215.14,
LAP1427,134,Be 313.107,Be,313.107,4680.79,76.48,
LAP1427,134,Ca 315.887,Ca,315.887,801132.42,3223.8,
LAP1427,134,Ca 317.933,Ca,317.933,2799933.59,61109.08,
LAP1427,134,Fe 238.204,Fe,238.204,12917057.41,421166.92,
LAP1427,134,Fe 239.563,Fe,239.563,2356120.1,43681.93,
LAP1427,134,K 404.721,K,404.721,709.83,15.81,
LAP1427,134,K 766.491,K,766.491,381599.82,1340.99,
LAP1427,134,Ti 334.941,Ti,334.941,NaN,NaN,
LAP1427,134,Ti 336.122,Ti,336.122,18921154.05,158735.81,
LAP1427,134,Ti 336.122,Ti,336.122,18921154.05,158735.81,
LAP1416,135,Al 308.215,Al,308.215,11521936.34,39587.22,
LAP1416,135,Al 396.152,Al,396.152,NaN,NaN,
LAP1416,135,Be 313.042,Be,313.042,77081.59,575.03,
LAP1416,135,Be 313.107,Be,313.107,39490.15,233.42,
LAP1416,135,Ca 315.887,Ca,315.887,873881.75,5026.73,
LAP1416,135,Ca 317.933,Ca,317.933,3052611.49,29721.21,
LAP1416,135,Fe 238.204,Fe,238.204,11519427.87,320613.21,
LAP1416,135,Fe 239.563,Fe,239.563,1815346.21,32306.29,
LAP1416,135,K 404.721,K,404.721,9991.9,74.59,
LAP1416,135,K 766.491,K,766.491,19322162.66,111829.04,
LAP1416,135,Ti 334.941,Ti,334.941,NaN,NaN,
LAP1416,135,Ti 336.122,Ti,336.122,15538311.68,72897.67,
LAP1416,135,Ti 336.122,Ti,336.122,15538311.68,72897.67,
